x,y
12972254.180693131,4876063.122562106
12945560.54603734,4845849.1085771555
12953812.659889845,4861382.108682806
12943707.855752068,4859253.2546565095
13059490.81284819,4903958.209124694
12954171.33128918,4859132.86850888
12957472.399469165,4866831.0797622185
12967419.018610526,4856278.0096735265
12910101.503356995,4933799.075256276
12947112.339738997,4859704.752013136
12944653.069548395,4857586.275905944
12950225.05534056,4878532.564720818
12949817.292045785,4857853.438344822
12910932.725994747,4934230.287645976
12960244.032150935,4890074.102226693
12958043.357137443,4846685.930683579
12962727.681310024,4864835.895454024
12949723.004437082,4830149.618855499
12957989.58982339,4842942.532371443
12974141.936618004,4874133.853630673
12977717.073384319,4854732.441984668
12968909.697911737,4870240.823721184
12973352.124830827,4831223.47916557
12962858.370392216,4855906.65664074
12966056.690682199,4861608.556838098
12963520.387403963,4864373.994089278
12953684.753794922,4870864.670040613
12953684.753794922,4870864.670040613
12957806.02398307,4849793.520633497
12937214.589854095,4894906.485902083
12939112.809811102,4854532.422708072
12951549.757281,4860351.754897373
12948961.801759036,4878336.575542184
12962642.744538551,4856286.865407844
12970201.11532443,4845767.895619846
12967991.089473713,4837125.114009993
12958509.785803868,4861965.306679996
12987136.928695248,4866533.738439045
12990534.288234767,4848642.947863846
12964701.37588179,4858021.725330183
12955509.83684648,4865291.134159765
12963489.663224503,4854312.95771238
12984226.035330493,4851979.990198229
12940477.141490266,4842227.509850982
12928776.683771456,4824949.345386451
12961340.529135248,4856999.414947349
12957865.134632684,4875213.057604391
12960792.837240547,4863143.572833877
12957941.277164385,4863655.2491553305
12963011.87997002,4859072.022506881
12986206.297752216,4885269.559051698
12939979.320727438,4896389.823307004
12949014.2332392,4852876.684752913
12959144.529540371,4841970.189696593
12943340.50143245,4875538.58721133
12950613.337724447,4862511.786303709
12945994.803370923,4870934.602591831
12961381.272068879,4844658.389967829
12954606.924456654,4864233.05960777
12960972.061620722,4831326.2954818355
12956733.015411315,4861512.980270953
12958723.073948227,4869880.432605036
12956426.1075752,4845911.323951734
12965712.713455647,4848214.291622459
12954946.003625613,4843608.164168688
13004643.143136889,4920099.529206797
12962163.959408648,4859493.740883613
12968741.048883189,4861844.016105779
12974509.624896094,4853984.204731907
12961298.227728747,4870203.60644443
12941733.93854132,4852228.427005177
12959957.05050367,4809563.290258595
12958344.253721058,4876696.354893389
12959281.786472518,4859218.256844333
12944653.069548395,4857586.275905944
12949150.37697644,4877517.740653656
13004992.797657471,4920556.881839542
12933142.85683935,4853059.980875237
12990338.811208934,4853919.6165722385
12948755.638062088,4835532.536452281
12959673.742399601,4876907.732287479
12985211.324143507,4885531.353097202
12958127.06939452,4862866.389520513
12957294.288283896,4865276.458088935
12950807.924194355,4847476.988071875
12954109.66029128,4865221.6773033915
12937152.028300269,4850180.169656125
12966428.052503483,4853444.289655029
12957611.771471636,4859397.022896612
12944169.497680387,4844243.970362626
12938262.996818388,4843694.724220217
12954694.755534893,4851659.150212813
12929973.479616974,4837820.932392362
12956413.194514265,4844307.045711325
12983718.641091457,4847170.072384323
12950347.618099922,4829335.178124339
12941930.751401044,4844314.585779755
12948165.310802411,4856792.3812284265
12938576.13854599,4896883.832694089
12962327.710379604,4849965.2983061075
12976772.86146341,4855603.980794766
12950017.221851248,4831672.982536434
12951925.237923445,4877721.4245999595
12963399.717075944,4863699.851379191
12964049.266304722,4848675.732485681
12962432.239381459,4852778.870152957
13036155.909868611,4887759.940597405
12968369.798381392,4832137.857529129
12959598.156465353,4858725.396187914
12960000.57642457,4853131.674814848
12944454.58689631,4834698.823914211
12938542.854018241,4843407.498535515
12990170.830097325,4847502.51645727
12950065.089232288,4866104.600226723
12956661.659617718,4856638.633172536
12953209.196930254,4882108.338455604
12965784.95980517,4852948.2322433395
12952879.357279034,4865240.131274293
12988433.91208248,4846499.996363214
12957326.570936223,4845641.436762975
12963654.416070879,4867209.236390564
12930462.39482054,4832067.907663701
12940696.663526108,4853892.765438355
12945495.424135225,4876770.838360749
12963902.101937896,4859869.730114067
12940139.175516214,4848037.467237908
12962228.413393818,4847444.497494289
12977829.28343104,4853191.903928943
12932012.407410344,4829486.043726801
12967545.700191047,4859423.888909638
13005871.4423983,4918182.09398894
12938156.464065697,4897396.380789194
12953684.753794922,4870864.670040613
12963497.789547333,4850554.936131889
12960596.692297766,4876911.951152673
12961147.612457706,4849576.916699587
12951782.081058284,4865730.409178574
12949909.909862123,4875796.923947227
12942011.012753908,4852505.458779549
12958413.717083313,4852031.7957257135
12945484.180866655,4860112.990676371
12985211.324143507,4885531.353097202
12953193.278243072,4842334.064087323
12985898.05408221,4847541.389351756
12956729.898465576,4838066.552526207
12954946.003625613,4843608.164168688
12947282.213281948,4872839.400214914
12951281.477308186,4864056.676385592
13007017.476556018,4921819.753004633
12947536.021720957,4878051.837965927
12954261.500076722,4858701.000656286
12949400.177913783,4875812.924754847
12962999.857465014,4849629.435103655
12962061.768116098,4849854.454941317
12962163.959408648,4859493.740883613
12962274.833621478,4848749.715878905
12968625.165293269,4844913.314447832
12986444.744101495,4849746.369341993
12949488.120311508,4875464.258463513
