x,y
12951230.270342423,4867713.709890598
12949664.673023906,4848197.609942475
12954955.688421309,4865386.456494648
12945809.901696717,4839058.5137354825
12950920.690838527,4858362.228425045
12975406.080755452,4843625.128139585
12957623.237379191,4859575.792166584
12947808.53183442,4854371.8876519725
12960958.035364883,4846463.883157916
12985237.37290435,4886496.32344873
12951001.174830372,4861881.347298319
12977093.016318932,4836912.407884226
12967441.950425629,4836978.044916835
12965189.734487899,4866359.784817018
12949813.618502589,4835521.091446629
12969788.008694097,4833449.182481967
12988446.379865449,4846368.30707434
12987767.887569064,4883057.399252335
12953379.961029131,4878243.74757413
12940090.751537722,4860903.519727352
12955759.303825349,4850781.863154827
12935158.630178634,4831381.179555046
12967714.23790011,4836354.583005743
12957942.056400822,4876937.118903058
12949909.909862123,4875796.923947227
12970562.458391545,4833442.664535808
12990182.296004878,4846394.267710325
12953906.613540076,4837236.974911641
12951545.193181876,4848499.48014817
12983738.233321838,4848399.967862064
12957455.812865036,4853345.743804497
12953757.66806139,4842081.670118862
12966373.728591977,4865291.570082993
12950154.812741868,4847836.56721881
12940107.33814185,4862641.510632279
12951404.04006755,4848700.103425026
12957942.056400822,4876937.118903058
12945919.77403413,4864188.309696168
12963940.395842727,4851135.032262571
12963430.886533365,4861226.83708252
12958771.609246211,4883027.84890109
12947951.466060597,4863907.174444895
12947223.43659081,4855645.933874849
12964263.222366026,4851771.755016772
12959132.952313328,4856917.675312908
12960859.18365706,4863726.002613422
12962312.236970384,4842988.201612888
12969394.716933124,4846653.00758276
12958461.473144863,4864519.144167872
12951469.384608647,4851124.149707535
12985873.229835764,4849363.218981654
12951925.237923445,4877721.4245999595
12964101.029867942,4867199.208223207
12951096.352994999,4867998.877392953
12985094.883956134,4883606.498676172
12985818.571965782,4848051.392588141
12939257.636468625,4896908.030896823
12938542.854018241,4843407.498535515
12985760.90846955,4852593.257259781
12961967.814465871,4837659.942185769
12972963.84244694,4856485.323032514
12958089.22076765,4863168.850942525
12951489.53343648,4850548.40697833
12951870.691372957,4874981.207916957
12949845.678515937,4850454.968005919
12979850.622744864,4853501.327684988
12910946.97488957,4934218.727922141
12968085.04312394,4856723.274159185
12951893.51186857,4869991.790462545
12953754.32847667,4866568.616725301
12944808.360238047,4869487.637196403
12973733.06012832,4851888.714449431
12938390.568954837,4849914.08387539
12959768.475286268,4836342.702399905
12970411.620481523,4852778.289653752
12953316.73155836,4843763.740814028
12940199.8446387,4847773.179390506
12973352.124830827,4870721.607896491
12958887.60415562,4876899.294562479
12988588.868813664,4854044.439011828
12961558.492698222,4850461.497098132
12947808.53183442,4854371.8876519725
12917968.78572983,4811811.486889083
12938779.073977703,4897180.046097211
12975637.625296302,4847973.062746632
12959986.21621026,4858690.981080297
12979850.622744864,4853501.327684988
12962378.026789444,4850922.171647844
12950920.690838527,4858362.228425045
12957111.724318992,4848160.040000438
12973891.6904027,4854271.155405486
12985392.552274518,4852295.471179158
12956908.232289825,4858618.520969275
12961350.881847894,4852326.961780562
12927995.888863033,4826186.922217383
12959592.701810304,4849306.784980685
12964088.339445991,4847405.62497838
12986529.569553481,4895484.956629587
12949569.272220297,4857889.592944199
12925356.169777852,4856107.864966354
12957942.056400822,4876937.118903058
12950336.820109315,4855030.301082154
12945285.586895078,4822288.589969639
12959435.852647776,4873327.436273006
12965835.387534501,4855104.912410178
12989253.112215227,4850453.807278863
12945363.955816599,4852873.927354865
12964113.052372947,4847910.834478825
12967724.590612752,4852689.038304363
12954047.210056946,4866420.239531194
12959168.351911401,4864520.015946529
12958272.675288478,4845771.811229365
12966243.039509786,4870604.426417806
12959673.742399601,4876907.732287479
12968487.463083161,4852519.680629506
12953351.79719796,4878669.482995841
12946984.767602548,4859703.154527317
12972955.270846145,4883268.475755406
12958236.162495498,4862079.771479121
12955061.887215527,4865809.460402998
12968650.32349819,4853852.85172474
12962035.1627578,4860982.242031129
12962163.959408648,4859493.740883613
12961663.355658552,4852154.127496357
12945492.641147954,4849582.284590042
12951153.348574284,4859140.565046431
12972127.6104321,4860681.154377045
12982967.457167584,4847745.039385648
12943340.50143245,4875538.58721133
12958413.717083313,4852031.7957257135
12974262.606946025,4858462.130907972
12950613.337724447,4862511.786303709
12949194.904772758,4872494.473846063
12972880.13018986,4828637.345810873
12948800.833775349,4829714.373455514
12985661.054886311,4895444.583549578
12944558.781939691,4846140.755571559
12946253.95514549,4880309.011753923
12964139.769050738,4849822.101679012
12984469.045778897,4850534.333039679
12987921.174507886,4851761.887534518
12946874.672626154,4873766.631098204
12977541.299908359,4855649.417875624
12949670.461637426,4828658.337979521
12985582.908603773,4853831.516096288
12946527.57845386,4841977.14812596
12953906.613540076,4837236.974911641
12965104.352438461,4848623.799373644
12940899.487638334,4877530.834495672
12960005.140523693,4871907.748508358
12935037.29193367,4853742.54556791
12945644.592252888,4878112.800509016
12956602.437648615,4838972.718593587
12946767.805914992,4862948.613951744
12963401.720826779,4846784.265527571
12957290.280782226,4860583.1176755605
12976710.745187549,4847420.129630733
12943999.512817943,4846880.135684232
12987453.18736859,4849398.7624113895
12984657.064398844,4885158.320519562
12966263.856254565,4861261.98722282
12966239.699925061,4853599.004257239
12949956.775367746,4849430.679068775
12954732.826800743,4850910.854033122
12968962.129391901,4852637.084229298
12958941.37146967,4872146.215089058
12950154.033505432,4849620.440219189
12958700.921369558,4865709.048018288
12948787.475436455,4849259.926143502
12980148.95898019,4855743.0508539835
12948349.321920695,4875776.995704776
12944262.894733163,4856452.22229006
12950965.329954335,4862105.773184688
12952938.245289665,4858086.485361134
12981645.983492378,4847749.971133325
12943073.779932508,4870295.1960875355
12960801.631480318,4858155.311507024
12949780.445294332,4829174.469675765
12949361.104772512,4876412.100869329
12974364.909558063,4852422.74025962
12946192.618106063,4877189.527334533
12951111.381126257,4867395.2680000365
12959894.822908316,4849202.042002354
12967810.195301173,4837040.059993895
12959085.64152974,4846115.810790222
12949730.908120928,4874007.90567663
12962994.068851493,4848131.028559271
12909408.428207317,4935342.572270989
12966635.663353812,4853198.870211466
12967565.292421428,4835750.718440687
12949870.948040346,4863101.006968796
12961730.59263099,4856364.825245626
12959423.941462262,4859634.027205253
12959122.154322721,4845623.454211998
12983581.829437273,4850992.39918612
12973753.765553607,4858143.259636911
12946787.17550639,4860832.3506540805
12987652.003979146,4856669.411629711
12955103.743344067,4841774.485862349
12970763.61271141,4852859.124494207
12968773.442855006,4855621.545903628
12966590.356321061,4860774.108587925
12949309.007250821,4835650.029612133
12959804.654120773,4870288.217799243
12946864.987830456,4842780.299521995
12975428.010695139,4872126.148777705
12963805.699258866,4846687.9611867545
12949823.748576248,4874829.504940609
12969507.372257808,4856130.366872228
12946300.041414678,4858265.085840461
12961161.861352528,4848726.360277685
12957806.02398307,4849793.520633497
12954737.947497318,4891033.688455314
12960512.64608222,4871208.231160531
12974490.700582659,4854509.19866973
12984465.594874682,4850539.121078428
13005180.482318945,4918736.948849862
12954279.979112197,4860044.441425394
12947129.816899052,4796501.1713678
12947984.639268855,4858817.606030243
12980475.459046684,4855653.047044396
12957935.265911883,4876225.899992884
12955507.833095646,4860301.794025836
12960825.453851348,4845488.731133888
12949628.160230925,4877681.269433392
12967149.736762296,4836281.705853946
12946686.542686714,4871502.950079466
12960996.329269717,4864695.245011207
12953173.018095747,4843218.000816605
12971959.406681512,4859309.309500584
12961229.76624191,4855002.57600379
12987030.841220522,4851199.021927104
12965330.998921717,4865765.429955813
12974181.788995706,4867116.221893965
12952483.171211302,4877769.727407295
12970108.720147071,4839112.8607026
12986802.858903376,4849705.166550276
12955782.01300147,4846278.968196588
12947013.26539219,4858838.807154397
12983598.08208293,4847983.216580184
12950821.505172228,4874003.1063058805
12963558.458669813,4849577.497011929
12983783.651674079,4855233.669073805
12957942.056400822,4876937.118903058
12933712.367354248,4841252.337861421
12978250.405064711,4874245.404714048
12963802.804952106,4865120.834950417
12954171.33128918,4859132.86850888
12955635.850510057,4859120.670235169
12979921.5332605,4855308.42709042
12967390.409501392,4847725.31241939
12954035.632829905,4870901.308238784
12961645.433220534,4837187.130002418
12947525.335049842,4874625.589545821
12954468.999607563,4850342.668290789
12963805.365300393,4863840.197143562
12951151.567462433,4859118.201538741
12968484.90273487,4850673.042005286
12987465.209873596,4855051.784442139
12952548.404432906,4848569.40045486
12964478.959539184,4855979.532490103
12964810.357663274,4854261.140295566
13005548.949833473,4921782.194790361
12950836.199345015,4861741.755503456
12969317.461206514,4831820.118196103
12989972.904042698,4856266.976310662
12946232.915761732,4860182.5570313465
12948635.858289992,4830974.407413558
12949361.104772512,4876412.100869329
12942692.39935705,4869048.922596518
12949204.812207438,4862623.497298295
12968638.634951655,4850820.893963951
12949762.522856314,4826523.153964204
12943384.361311823,4860067.097481419
12947627.081064427,4848171.064370265
12963646.067109069,4867688.274859178
12955800.046758978,4842650.834095546
12951796.775231069,4851146.2050314685
12961632.186201127,4837656.464478237
12984948.164867269,4854141.685487142
12946691.440744309,4850402.300152158
12986653.134188259,4881137.828656889
12986851.28288187,4846838.654686129
12950894.53075819,4849988.946984935
12953684.753794922,4870864.670040613
12966612.397580238,4837183.652459918
12958413.717083313,4852031.7957257135
12946847.844628872,4880084.610051042
12945644.592252888,4878112.800509016
12974490.700582659,4854509.19866973
12958820.812461145,4846318.706494468
12950613.337724447,4862511.786303709
12945922.779660381,4841642.569151743
12960323.625586852,4860658.496920042
13037080.30692016,4886350.123007936
12960680.293235354,4849447.217740618
12950920.690838527,4858362.228425045
12954474.00898465,4860393.001852827
12967896.913184501,4854410.061666314
12984231.48998554,4847258.113865026
12965330.998921717,4865765.429955813
12963212.032414466,4858800.761333724
12955037.619566534,4860157.576989768
12946984.767602548,4859703.154527317
12964882.047415348,4852175.169293083
12955979.605097627,4844780.6310965
12954109.32633281,4862750.027134211
12939510.109073741,4856058.796470905
12957581.047292178,4844580.956862335
12951651.280656602,4843010.818838601
12968047.639775034,4850680.006523187
12950638.495929366,4865626.946027529
12940853.178730166,4849619.859904341
12910350.079779936,4933397.290715689
12937978.241560938,4851124.875210835
12954496.050243825,4853442.257771959
12953248.715349486,4880094.214689019
12952103.126469731,4882323.324778373
12954279.979112197,4860044.441425394
12958127.06939452,4862866.389520513
12966665.719616326,4851228.187421023
12967253.82048619,4853079.863555664
12947758.215424579,4872364.0389663065
12948326.946703045,4847000.083459467
12968085.04312394,4856723.274159185
12963454.152306942,4847503.096648608
12946899.830831073,4870478.232527863
12950498.678648928,4827335.483347607
12964562.67179626,4843473.033398652
12951403.483470097,4867462.705319968
12959764.69042358,4850957.140256768
12962039.838176413,4847833.23100725
12938227.374581331,4843460.419353855
12959248.835903244,4857491.89958778
12958275.68091473,4866407.8869755175
12950025.348174077,4870353.348680952
12946767.805914992,4862948.613951744
12954051.106239123,4877865.169791384
12958312.972944142,4843531.029212599
12967848.266567025,4835189.191999794
12961581.424513325,4862037.355435183
12955470.42974674,4861858.977617453
12964088.339445991,4847405.62497838
12967132.148282753,4854011.781826808
12975061.880889919,4851984.778933145
12931035.467559142,4838619.835873112
12990338.811208934,4853919.6165722385
